title,amenities,bathrooms,bedrooms,fee,has_photo,pets_allowed,price,square_feet,cityname,state,latitude,longitude,source,time
"697 sq. ft. Apartment, One BA - must see to believe. Pet OK!","Parking,Patio/Deck",1.0,1.0,No,No,"Cats,Dogs",1575.0,697,Dallas,TX,32.73304807121433,-96.87137407603016,RentDigs.com,1568748987
One BR Apartment - Large & Bright,"Fireplace,Gated,Gym,Pool",1.0,1.0,No,Thumbnail,,1105.0,712,Henderson,NV,36.001396892077146,-115.11332249149012,RentDigs.com,1550851830
Convenient location Two BR One BA for rent,"Dishwasher,Refrigerator",1.0,2.0,No,Yes,,739.0,785,Nacogdoches,TX,31.70694302026722,-94.65921721919568,RentDigs.com,1568770784
Convenient location One BR One BA for rent,"Fireplace,Gym,Hot Tub,Pool,Storage,TV",1.0,1.0,No,Yes,,1999.0,810,Denver,CO,39.75157698939771,-104.89423225820944,RentDigs.com,1568747905
"Welcome to Waterford Apartments Enjoy, Relax, Stay Awhile.","Dishwasher,Gated,Playground,Tennis",2.0,2.0,No,Thumbnail,,956.0,1101,Greenville,NC,35.661820605917,-77.42926341123453,RentDigs.com,1568778356
Bradenton - 1bd/One BA 862sqft Apartment for rent,"Parking,Patio/Deck,Pool,Storage,Wood Floors",1.0,1.0,No,Thumbnail,,1229.0,862,Bradenton,FL,27.476123326953346,-82.54790968028382,RentDigs.com,1568744073
Pet Friendly 3+2 Apartment in Lorton,"Dishwasher,Fireplace,Gym,Internet Access,Parking,Tennis,Washer Dryer",2.0,3.0,No,Thumbnail,"Cats,Dogs",1719.0,1200,Lorton,VA,38.65339053822984,-77.21342967528335,RentDigs.com,1550833485
Apartment - ready to move in.,"Basketball,Parking,Patio/Deck,Playground,Storage",1.0,1.0,No,Thumbnail,,749.0,564,Mesquite,TX,32.76267710379314,-96.5757985372734,RentDigs.com,1550861821
"Great Central Location Studio, One BA","AC,Cable or Satellite,Parking,Patio/Deck,Pool,Refrigerator",1.0,2.0,No,Yes,"Cats,Dogs",739.0,711,Daytona Beach,FL,29.199385071719327,-81.02749619297506,RentDigs.com,1544176261
Outstanding Opportunity To Live At The Bettendorf City Club. $889/mo,"Basketball,Gym,Tennis",1.0,2.0,No,Yes,,889.0,900,Bettendorf,IA,41.57639026981652,-90.46202918629166,RentDigs.com,1544290281
One BR Apartment - Large & Bright. $935/mo,"AC,Cable or Satellite,Clubhouse,Dishwasher,Fireplace,Gym,Patio/Deck,Pool,Refrigerator,Storage,Tennis,Washer Dryer",1.0,1.0,No,Thumbnail,"Cats,Dogs",935.0,568,Glen Allen,VA,37.69216848041585,-77.55106544005544,RentDigs.com,1550825434
Studio - Welcome to eaves West Valley.,Gym,1.0,2.0,No,Yes,,1905.0,405,San Jose,CA,37.32408161558188,-121.9897330329115,RentDigs.com,1544289312
One BR Apartment - Located in the heart of Sioux City.,"Clubhouse,Gym,Patio/Deck,Pool,Storage,Washer Dryer",1.0,1.0,No,Yes,Cats,840.0,664,Sioux City,IA,42.51233340325349,-96.36021115815336,RentDigs.com,1544287256
Four BR 5400 5406 S. Maryland Avenue,Dishwasher,1.0,4.0,No,Thumbnail,"Cats,Dogs",2075.0,885,Chicago,IL,41.9004750310564,-87.64420190085322,RentLingo,1577359323
"Las Vegas, Great Location, One BR Apartment.","Fireplace,Gated,Gym,Internet Access,Parking,Patio/Deck,Pool,Storage,TV,Washer Dryer",1.0,1.0,No,Yes,,1038.0,760,Las Vegas,NV,36.14485387441839,-115.03165906287629,RentDigs.com,1568744809
Sudbury Value!,"Gym,Pool",2.0,2.0,No,Thumbnail,,3100.0,1264,Sudbury,MA,42.35529041086982,-71.43002215560179,RentDigs.com,1550849999
Studio apartment 1260 Republican St,,1.0,2.0,No,Thumbnail,Cats,1785.0,579,Seattle,WA,47.63620613276802,-122.3544439332172,RentLingo,1577358452
"2 BR, 1 BA, one car Garage","AC,Parking,Patio/Deck",1.0,2.0,No,Yes,"Cats,Dogs",929.0,955,Troy,OH,40.0425486084136,-84.18855751105477,RentDigs.com,1568772320
"$3,925 / Two BR - Great Deal. MUST SEE!",,2.0,2.0,No,Yes,,3925.0,1078,Los Angeles,CA,34.06311454015426,-118.23048150264718,RentDigs.com,1550864309
"$1,235 / Two BR - Great Deal. MUST SEE!","Playground,Pool",2.0,2.0,No,Yes,,1235.0,1199,Cary,NC,35.78167296188265,-78.80126974714766,RentDigs.com,1568756919
Super Cute! Apartment for Rent!,"Clubhouse,Gym,Pool",2.0,2.0,No,Thumbnail,"Cats,Dogs",1078.0,969,North Las Vegas,NV,36.22226132375281,-115.11546020371142,RentDigs.com,1550853070
"Coppell, prime location One BR, Apartment. Single Car Garage!","Parking,Patio/Deck",1.0,1.0,No,No,,1650.0,828,Coppell,TX,32.952630606214626,-96.98455686853224,RentDigs.com,1550827405
Three BR 11611 Westwood Lane,"Cable or Satellite,Dishwasher,Garbage Disposal,Parking,Patio/Deck,Pool,Refrigerator",1.0,3.0,No,Thumbnail,"Cats,Dogs",1315.0,1966,Omaha,NE,41.26532508468498,-96.07135532709007,RentLingo,1577359163
$725/mo \ Three BR \ Apartment - come and see this one.,,2.0,3.0,No,Yes,"Cats,Dogs",725.0,1200,Paris,TX,33.65671094454857,-95.56880981321387,RentDigs.com,1568767289
"Amazing Two BR, Two BA for rent. Single Car Garage!",Parking,2.0,2.0,No,Yes,,1391.0,1193,Euless,TX,32.8922919583627,-97.05396867979168,RentDigs.com,1568778931
One BR Apartment - Overlooking the intersection of Woodward and West Grand.,"Washer Dryer,Wood Floors",1.0,1.0,No,Yes,,1215.0,600,Detroit,MI,42.35501145119858,-83.08501339998149,RentDigs.com,1544224879
"5th Floor, Balcony, Cap Hill / Cheesman Park Area","Patio/Deck,Storage",1.0,0.0,No,Thumbnail,Cats,975.0,438,Denver,CO,39.73607108767304,-104.97520707434958,RentDigs.com,1568746983
Apartment for rent in Jersey City. Single Car Garage!,"AC,Dishwasher,Gym,Parking,Patio/Deck,Washer Dryer",2.0,2.0,No,Yes,,3770.0,1211,Jersey City,NJ,40.74663593422294,-74.063849966233,RentDigs.com,1568780336
Apartment in great location,"Gated,Gym,Parking,Storage",2.0,2.0,No,Thumbnail,,2156.0,1221,Atlanta,GA,33.84406257994161,-84.3863350711156,RentDigs.com,1550821588
Alexandria Luxurious 2 + 2,"Fireplace,Gym,Pool",2.0,2.0,No,Yes,,2211.0,1096,Alexandria,VA,38.82534042917623,-77.0749025990419,RentDigs.com,1550848834
Over 750 sf in Waltham. Will Consider!,,1.0,1.0,No,Yes,,1550.0,750,Waltham,MA,42.41734040228359,-71.27013898916735,RentDigs.com,1568761515
"Gorgeous Elizabeth, One BR, One BA",,1.0,1.0,No,Yes,,1525.0,780,Elizabeth,NJ,40.65680344474396,-74.20009761734475,RentDigs.com,1568756090
Come see our beautiful renovated apartment homes. $750/mo,"Gated,Parking,Refrigerator",1.0,1.0,No,Thumbnail,,750.0,482,Dallas,TX,32.88082853319876,-96.7395147169323,RentDigs.com,1568755675
Concord Value!,"AC,Alarm,Cable or Satellite,Clubhouse,Dishwasher,Fireplace,Garbage Disposal,Internet Access,Parking,Patio/Deck,Playground,Refrigerator,Washer Dryer",1.0,1.0,No,Yes,"Cats,Dogs",925.0,885,Concord,NC,35.3629725056115,-80.54921177647907,RentDigs.com,1544182686
"Great Central Location Three BR, 2.50 BA. $879/mo",,2.5,3.0,No,Thumbnail,,879.0,1233,Springfield,OH,39.93117404186008,-83.79835472058322,RentDigs.com,1568775349
Junction City - superb Apartment nearby fine dining. Pet OK!,"Pool,Refrigerator",1.0,1.0,No,Thumbnail,,525.0,460,Junction City,KS,39.03005994487895,-96.86892632728004,RentDigs.com,1550822318
"Danvers - 2bd/Two BA 1,067sqft Apartment for rent","Gym,Pool",2.0,2.0,No,No,,2350.0,1067,Danvers,MA,42.55533640612578,-70.94064340358968,RentDigs.com,1550859050
Apartment - come and see this one.,"Gym,Parking,Patio/Deck,Pool,TV",1.0,2.0,No,Yes,"Cats,Dogs",930.0,572,Plano,TX,33.000861646990934,-96.65061245385432,RentDigs.com,1550850601
"The Waters is more than just an apartment community, its your home. Pet OK!",Dishwasher,1.0,2.0,No,Yes,"Cats,Dogs",1615.0,971,Annapolis,MD,38.970184102363824,-76.48489926550955,RentDigs.com,1544259748
One BR Apartment - Welcome to Riverhouse.,,1.0,1.0,No,Yes,"Cats,Dogs",1575.0,630,Winooski,VT,44.51539309748074,-73.21402212715331,RentDigs.com,1568775567
Welcome to Simmons Park.,Pool,2.0,2.0,No,Yes,,1840.0,1059,Charleston,SC,32.79515116216207,-79.96471390349123,RentDigs.com,1544235241
Beautiful Two BR/Two BA unit. Parking Available!,"Dishwasher,Fireplace,Garbage Disposal,Parking,Patio/Deck,Refrigerator,Wood Floors",2.0,2.0,No,No,"Cats,Dogs",1995.0,900,Long Beach,CA,33.74586626169067,-118.17262613919236,RentDigs.com,1568776321
Studio apartment 7630 WOOD HOLLOW DR.,,1.0,2.0,No,Thumbnail,,870.0,422,Austin,TX,30.28962125899208,-97.77328097631025,RentLingo,1577359640
"Bright Irving, One BR, One BA for rent. Pet OK!",Pool,1.0,1.0,No,Thumbnail,"Cats,Dogs",1052.0,762,Irving,TX,32.91030095652497,-96.99167617451454,RentDigs.com,1550845819
One BR Apartment - Located in Pittsburgh's north end in the growing community,Washer Dryer,1.0,1.0,No,Yes,"Cats,Dogs",1211.0,944,Wexford,PA,40.58831273918712,-80.06914391866303,RentDigs.com,1568777629
"Three BR 3218 W. Glendale Ave, 27",,2.5,3.0,No,Thumbnail,,1500.0,1500,Phoenix,AZ,33.49500084747482,-112.1110855672282,RentLingo,1575641068
One BR - Holland Apartments on the James is a newly renovated 27-unit.,"AC,Cable or Satellite,Washer Dryer,Wood Floors",1.0,1.0,No,Yes,,900.0,596,Newport News,VA,36.973488567730726,-76.42315935107766,RentDigs.com,1550851529
One BR 6416 N Lamar Blvd,"Dishwasher,Elevator,Pool,Refrigerator",1.0,1.0,No,Thumbnail,"Cats,Dogs",1125.0,642,Austin,TX,30.325298390704965,-97.71492668411106,RentLingo,1577359438
Four BR 13 Walnut Grove Way,"Dishwasher,Refrigerator",2.0,4.0,No,Thumbnail,"Cats,Dogs",1449.0,1891,Irmo,SC,34.12130522703486,-81.21936934938493,RentLingo,1577358775
"Amazing Three BR, Two BA for rent. Washer/Dryer Hookups!","Internet Access,Parking,Washer Dryer",2.0,3.0,No,Yes,,1420.0,1509,Hillsborough,NC,36.094883523399446,-79.08726432912258,RentDigs.com,1568749172
Studio in Greenbelt,"Elevator,Parking,Pool,Storage",1.0,2.0,No,Yes,,1315.0,500,Greenbelt,MD,39.02119174742151,-76.90603134290389,RentDigs.com,1568755194
$659 / One BR - Great Deal. MUST SEE!,"Cable or Satellite,TV",1.0,1.0,No,Yes,"Cats,Dogs",659.0,685,Norman,OK,35.24074227845985,-97.4697127311071,RentDigs.com,1568779880
Apartment for rent in Euless.,,1.0,2.0,No,Yes,,1300.0,980,Euless,TX,32.87056380304839,-97.11113946283308,RentDigs.com,1568778627
Two BR 96 Village Court,,1.0,2.0,No,Thumbnail,,850.0,880,Ortonville,MI,42.84299467246801,-83.41423734332346,RentLingo,1577358887
Outstanding Opportunity To Live At The Concord City Club,"AC,Basketball,Cable or Satellite,Clubhouse,Dishwasher,Gym,Parking,Pool,Refrigerator,Washer Dryer",1.0,1.0,No,Yes,"Cats,Dogs",690.0,520,Concord,NC,35.16519339047941,-80.79911381607324,RentDigs.com,1544182684
"Charming One BR, One BA","Parking,Storage",1.0,1.0,No,Yes,,1227.0,810,Las Vegas,NV,36.13966610435104,-115.25026429561456,RentDigs.com,1568749367
"One BR, One BA, safe neighborhood","AC,Cable or Satellite,Clubhouse,Dishwasher,Fireplace,Gated,Gym,Internet Access,Parking,Patio/Deck,Playground,Pool,Storage,Tennis,Washer Dryer",1.0,1.0,No,Yes,"Cats,Dogs",938.0,519,Smyrna,GA,33.86943708661004,-84.52086824604238,RentDigs.com,1544268561
This beautiful unit is available for rent immediately. Single Car Garage!,"Fireplace,Parking",1.0,1.0,No,Yes,,1800.0,850,Melrose,MA,42.486491363189,-71.03548439731685,RentDigs.com,1568755806
One Spacious BR in Alexandria,"Gym,Parking,Pool,Storage",1.0,1.0,No,No,,1614.0,733,Alexandria,VA,38.8190918457627,-77.07455514305332,RentDigs.com,1550851952
"$1,415/mo - Cleveland - One BR - in a great area.",,1.0,1.0,No,Yes,,1415.0,648,Cleveland,OH,41.45138120001079,-81.66112345276083,RentDigs.com,1568751439
"1,297 sq. ft. - ready to move in.","Parking,Storage",2.0,2.0,No,Yes,,1390.0,1297,Lafayette,LA,30.178185052129137,-91.99501290047722,RentDigs.com,1550853759
"St. Matthews, prime location One BR, Apartment","Clubhouse,Gym,Patio/Deck,Storage",1.0,1.0,No,Yes,,910.0,624,Saint Matthews,KY,38.28325773452615,-85.63461114729465,RentDigs.com,1550833112
Two BR Apartment - Welcome to Creekside South.,,2.0,2.0,No,Thumbnail,,1530.0,1037,Wylie,TX,33.018238557304066,-96.50833481638269,RentDigs.com,1550859044
Two BR 116 Liberty Parkway Apartment A5,,2.0,2.0,No,Thumbnail,"Cats,Dogs",1050.0,1118,,,39.80522687167608,-98.55486632624392,RentLingo,1577359563
"Apartment only for $1,515/mo. You Can Stop Looking Now. Single Car Garage!","AC,Cable or Satellite,Clubhouse,Gym,Parking,Playground,Pool,Storage",2.0,2.0,No,Yes,"Cats,Dogs",1515.0,1000,Aurora,CO,39.69338031497001,-104.79819767462794,RentDigs.com,1550839043
"Attractive One BR, One BA. Parking Available!","Fireplace,Parking,Playground",1.0,1.0,No,Yes,,1120.0,793,Charlotte,NC,35.210227887546885,-80.84094852409856,RentDigs.com,1544197834
"Apartment in quiet area, spacious with big kitchen. Street parking!",Parking,1.0,1.0,No,Yes,,1345.0,616,Long Beach,CA,33.8752942825927,-118.14453816526624,RentDigs.com,1568776662
Pet Friendly 1+1 Apartment in Morrisville,,1.0,1.0,No,No,,1200.0,800,Macon,NC,36.40632623087472,-78.02028108407818,RentDigs.com,1568765924
"$1,800 / One BR - Great Deal. MUST SEE!","Gym,Parking,Storage",1.0,1.0,No,Yes,,1800.0,1107,Cleveland,OH,41.504218653050486,-81.66017518978188,RentDigs.com,1568752483
"Amazing Three BR, Two BA for rent. Pet OK!","Gym,Parking,Patio/Deck,Pool,Storage,Wood Floors",2.0,3.0,No,Thumbnail,"Cats,Dogs",1503.0,1500,Atlanta,GA,33.818603042372544,-84.41719724545078,RentDigs.com,1550833934
"Amazing Two BR, One BA for rent","Basketball,Pool,Tennis",1.0,2.0,No,Thumbnail,,1870.0,1034,Issaquah,WA,47.521835102147264,-121.99747027978158,RentDigs.com,1568772539
Two BR Apartment - If relaxed country living is your style.,"Gym,Playground,Pool,Washer Dryer",2.0,2.0,No,Yes,"Cats,Dogs",939.0,1050,Rural Hall,NC,36.2144282111296,-80.28125595568616,RentDigs.com,1568744409
Over 514 sf in Denver,"Dishwasher,Fireplace,Gym,Patio/Deck,Pool,Refrigerator,Washer Dryer",1.0,2.0,No,Yes,,1125.0,514,Denver,CO,39.69611509949219,-104.85357987289724,RentDigs.com,1568752583
"Lease Spacious 2+2. Approx 1,056 sf of Living Space!","Gated,Parking,Storage,Wood Floors",2.0,2.0,No,Yes,,1019.0,1056,Knoxville,TN,35.978379042228745,-84.09127267229914,RentDigs.com,1544289020
Beautiful garden community convenient to all transportation. Cat OK!,"AC,Cable or Satellite,Dishwasher,Internet Access,Parking,Refrigerator,Washer Dryer,Wood Floors",1.0,1.0,No,Yes,Cats,1350.0,750,Belleville,NJ,40.828769105614334,-74.15791078775038,RentDigs.com,1568755321
Super Cute! Apartment for Rent!,"Clubhouse,Fireplace,Gym,Patio/Deck,Playground,Storage,Tennis,Washer Dryer",2.5,2.0,No,Yes,"Cats,Dogs",1490.0,1625,Roswell,GA,34.07657603897558,-84.41853060626157,RentDigs.com,1568780835
Studio \ San Jose - convenient location. Pet OK!,"Basketball,Clubhouse,Elevator,Gym,Hot Tub,Parking,Patio/Deck,Pool,Tennis",1.0,2.0,No,Yes,"Cats,Dogs",2490.0,592,San Jose,CA,37.40004244210089,-121.96197529586765,RentDigs.com,1544290562
One BR 2625 Empire Drive,,1.0,1.0,No,Thumbnail,"Cats,Dogs",1196.0,688,Richardson,TX,32.94358243641819,-96.74982939721212,RentLingo,1577358582
"Move-in condition, Two BR One BA","Dishwasher,Parking,Patio/Deck,Refrigerator,Washer Dryer",1.0,1.0,No,Yes,"Cats,Dogs",845.0,953,Mandan,ND,46.84388246395918,-100.89751599707355,RentDigs.com,1550845106
"Attractive Two BR, Two BA. Parking Available!","AC,Cable or Satellite,Clubhouse,Dishwasher,Fireplace,Garbage Disposal,Gated,Gym,Internet Access,Parking,Patio/Deck,Playground,Pool,Refrigerator,Storage,Washer Dryer",2.0,2.0,No,Thumbnail,"Cats,Dogs",999.0,963,Cherryville,NC,35.34397517492763,-81.34643978582282,RentDigs.com,1568781231
Apartment for rent in Houston. Single Car Garage!,"AC,Gated,Gym,Parking,Pool,Refrigerator,TV",1.0,1.0,No,Yes,"Cats,Dogs",904.0,802,Houston,TX,29.687160441799183,-95.65752335211933,RentDigs.com,1544204276
"Bright Groveport, Two BR, Two BA for rent","Clubhouse,Gym,Patio/Deck,Pool,Washer Dryer",2.0,2.0,No,No,"Cats,Dogs",1045.0,1142,Groveport,OH,39.85453940534444,-82.9138636902755,RentDigs.com,1550855161
One BR Apartment - Large & Bright,"Dishwasher,Patio/Deck",1.0,1.0,No,No,,915.0,580,Sparks,NV,39.56427492806839,-119.71036932786171,RentDigs.com,1568754973
One BR Apartment - About Arroyo Grande - Located in Green Valley.,,1.0,1.0,No,Thumbnail,,1080.0,920,Henderson,NV,36.00860251219326,-115.03789744449313,RentDigs.com,1550847916
Two BR Apartment in Quiet Building - Ann Arbor. Pet OK!,"Gym,Parking,Washer Dryer,Wood Floors",1.5,2.0,No,Yes,"Cats,Dogs",2059.0,981,Ann Arbor,MI,42.24165942774631,-83.73976614149396,RentDigs.com,1544219417
Get Away from it All.,"Fireplace,Gated,Gym,Hot Tub,Parking",2.0,2.0,No,Yes,,1410.0,1100,Dallas,TX,32.94410778390389,-96.8016352587334,RentDigs.com,1568765176
"Amazing Two BR, Two BA for rent. Pet OK!",Parking,2.0,2.0,No,Yes,"Cats,Dogs",2725.0,1174,Arlington,VA,38.9229079401241,-77.03818695719194,RentDigs.com,1544285375
Prominence Apartments Two BR Luxury Apartment Homes. Pet OK!,"Fireplace,Patio/Deck,Pool,Storage,TV,Washer Dryer",2.0,2.0,No,Yes,"Cats,Dogs",1760.0,1082,Jacksonville,FL,30.308634472168063,-81.53090740639276,RentDigs.com,1544186637
Montclair Value!,"Gym,TV",2.0,2.0,No,Yes,,3255.0,914,Montclair,NJ,40.822362856307365,-74.2040391960349,RentDigs.com,1568748833
"Bright Atlanta, Two BR, Two BA for rent. Parking Available!","Clubhouse,Parking,Pool",2.0,2.0,No,No,,1785.0,1257,Atlanta,GA,33.79922825016276,-84.48376867374517,RentDigs.com,1550833691
Welcome to University Park!,,2.0,2.0,No,No,,650.0,955,Conway,AR,35.11338913597997,-92.48079097481074,RentDigs.com,1550849722
"Princeton Park Apartments in Lowell, MA is a family-friendly community.","AC,Internet Access,Pool",1.0,2.0,No,Thumbnail,,1545.0,900,Lowell,MA,42.60460802850495,-71.3416148896953,RentDigs.com,1550854860
"Great Central Location One BR, One BA. Pet OK!","Clubhouse,Gym,Pool",1.0,1.0,No,Thumbnail,"Cats,Dogs",914.0,670,Tucson,AZ,32.27686532364085,-110.81983465394671,RentDigs.com,1550842021
Available for 3-6 Months or longer. 3+ Car Garage!,"AC,Fireplace,Parking,Patio/Deck,View,Wood Floors",4.0,4.0,No,No,,8500.0,2400,Malibu,CA,34.05628392307433,-118.766430934872,RentDigs.com,1568765348
This rental is a Las Vegas apartment N Grand Canyon B22 022. $850/mo,,1.0,1.0,No,Yes,,850.0,769,Las Vegas,NV,36.3016445376954,-115.3179642740843,RentDigs.com,1568752540
Convenient location One BR One BA for rent. Pet OK!,"Gym,Pool,Storage",1.0,1.0,No,Yes,"Cats,Dogs",1700.0,715,Hyattsville,MD,39.0006010731593,-76.9705718944975,RentDigs.com,1568756681
Modern Crossroads Apartment. Private Balcony. Pet Friendly,"Patio/Deck,Storage",1.0,1.0,No,Yes,"Cats,Dogs",1325.0,792,Kansas City,MO,39.10125881387554,-94.55789479702592,RentDigs.com,1550816518
One BR Apartment - AVA is a newly renovated living space.,"Gym,Pool",1.5,1.0,No,Thumbnail,,2395.0,852,Pasadena,CA,34.11909859149712,-118.11114753233088,RentDigs.com,1568781957
"Apartment in quiet area, spacious with big kitchen","Fireplace,Gym,Patio/Deck,Pool,Washer Dryer",1.0,1.0,No,Thumbnail,,1786.0,633,Alexandria,VA,38.86086319220439,-77.05816415689473,RentDigs.com,1550848516
One BR 5160 E. Cheryl Parkway,"Elevator,Fireplace,Parking,Refrigerator,Storage",1.0,1.0,No,Thumbnail,Cats,1285.0,960,Fitchburg,WI,43.00174108816178,-89.41447787329476,RentLingo,1577358727
1 BR In Midtown-West,"Cable or Satellite,Doorman,Gym,Internet Access,Parking,Pool,TV,Washer Dryer,Wood Floors",1.0,1.0,No,Thumbnail,,5700.0,680,Manhattan,NY,40.7820851277568,-73.97164581938821,RealRentals,1569269787
"680 sq. ft. Apartment, One BR - must see to believe. Will Consider!","Pool,Storage,Washer Dryer",1.0,1.0,No,Yes,,1500.0,680,South Weymouth,MA,42.19383718271586,-70.91184186755642,RentDigs.com,1568757497
One BR 4325 S Madison Ave,"Cable or Satellite,Dishwasher,Patio/Deck,Playground,Pool,Refrigerator",1.0,1.0,No,Thumbnail,"Cats,Dogs",700.0,680,Anderson,IN,40.09815257674178,-85.67825048019776,RentLingo,1577358471
Convenient location One BR One BA for rent. Dog OK!,Pool,1.0,1.0,No,No,"Cats,Dogs",1235.0,754,Plano,TX,32.999104491829534,-96.56542268527431,RentDigs.com,1550838022
"Lease Spacious 2+2. Approx 1,103 sf of Living Space!",,2.0,2.0,No,Yes,,1618.0,1103,Germantown,MD,39.16035380749054,-77.21760253979606,RentDigs.com,1568764670
The Best of the Best in the City of Woodbridge! Save Big!,Parking,1.0,1.0,No,Thumbnail,"Cats,Dogs",1370.0,687,Woodbridge,VA,38.60009189529253,-77.30855212415433,RentDigs.com,1550837621
Prominence Apartments Two BR Luxury Apartment Homes. Cat OK!,"Pool,Tennis",1.0,2.0,No,Thumbnail,Cats,690.0,875,Fargo,ND,46.874539215083885,-96.8162834183405,RentDigs.com,1550839920
Welcome to Al Towngate.,"Clubhouse,Fireplace,Gated,Gym,Parking,Pool,Storage,Washer Dryer",1.0,1.0,No,Thumbnail,,1200.0,708,Moreno Valley,CA,33.92921250295432,-117.25010906073236,RentDigs.com,1550851545
Dallas Value!,"AC,Garbage Disposal,Gated,Internet Access,Parking,Patio/Deck,Refrigerator,Wood Floors",1.0,1.0,No,Thumbnail,,815.0,710,Dallas,TX,32.90000704984857,-96.86915555991985,RentDigs.com,1568752328
One Spacious BR in Concord. Pet OK!,,1.0,1.0,No,Yes,"Cats,Dogs",965.0,600,Concord,NH,43.23928376952469,-71.51294047457148,RentDigs.com,1568773079
Super Cute! Apartment for Rent. Single Car Garage!,"Clubhouse,Fireplace,Gym,Parking,Playground,Pool,Refrigerator,Storage,Tennis,Washer Dryer",1.0,1.0,No,Yes,"Cats,Dogs",885.0,888,Hiram,GA,33.88952495382969,-84.72936954329347,RentDigs.com,1544279250
"Three BR Two BA in Windsor - Three BR, Two BA, 3 car garage.",Parking,2.0,3.0,No,No,,3200.0,1850,Windsor,CA,38.574062330022734,-122.78309724168852,RentDigs.com,1550817898
Apartment in move in condition in Chesapeake. Pet OK!,Pool,2.0,3.0,No,Yes,"Cats,Dogs",1521.0,1332,Chesapeake,VA,36.73132368136568,-76.25012224310353,RentDigs.com,1568747738
Two BR Apartment - Conveniently nestled in west Mobile. Pet OK!,"Gym,Patio/Deck,Playground,Pool",2.0,2.0,No,Yes,"Cats,Dogs",930.0,1345,Mobile,AL,30.611134310642093,-88.2160996879089,RentDigs.com,1544264459
Average Rent $974 a month - That's a STEAL. Dog OK!,"AC,Cable or Satellite,Clubhouse,Dishwasher,Fireplace,Garbage Disposal,Gated,Gym,Internet Access,Parking,Patio/Deck,Pool,Refrigerator,Tennis,Washer Dryer",1.0,1.0,No,Yes,"Cats,Dogs",974.0,758,Charlotte,NC,35.19391161736002,-80.85683698509975,RentDigs.com,1544197953
Located minutes from shops and restaurants on Lake. Gated parking!,"Gated,Pool",1.0,1.0,No,Yes,,1695.0,715,Pasadena,CA,34.00987836948614,-118.31136215318516,RentDigs.com,1544245383
One BR 280 River Road,"Cable or Satellite,Dishwasher,Garbage Disposal,Parking,Pool,Refrigerator",1.0,1.0,No,Thumbnail,"Cats,Dogs",1425.0,632,Piscataway,NJ,40.58876639830658,-74.42821531880718,RentLingo,1577358997
"$1,215 / Two BR - Great Deal. MUST SEE. Pet OK!","Clubhouse,Parking,Pool,Storage",2.0,2.0,No,Yes,"Cats,Dogs",1215.0,1143,Omaha,NE,41.24331026581922,-96.1004437125306,RentDigs.com,1550841768
Two BR Apartment - Sofi Laguna Hills A residential tribute to style,"Gym,Pool",2.0,2.0,No,Yes,,2125.0,1007,Laguna Hills,CA,33.621362337566175,-117.6954276407502,RentDigs.com,1544217415
Colorado Springs - superb Apartment nearby fine dining,"AC,Fireplace,Gated,Gym,Hot Tub,Parking,Pool,Washer Dryer",1.0,1.0,No,Thumbnail,"Cats,Dogs",1287.0,877,Colorado Springs,CO,38.816314153725685,-104.88572982928258,RentDigs.com,1568769025
Prominence Apartments One BR Luxury Apartment Homes. Single Car Garage!,"AC,Clubhouse,Dishwasher,Elevator,Gym,Parking,Patio/Deck,Pool,Refrigerator",1.0,1.0,No,Yes,"Cats,Dogs",2295.0,678,Everett,MA,42.39776957337312,-71.04270041676597,RentDigs.com,1568754243
"Spacious One BR, One BA",,1.0,1.0,No,Yes,"Cats,Dogs",585.0,560,Cincinnati,OH,39.10926873775815,-84.61123497489515,RentDigs.com,1568769633
One Spacious BR in Irving. Pet OK!,"AC,Cable or Satellite,Clubhouse,Dishwasher,Fireplace,Gym,Patio/Deck,Playground,Refrigerator,Storage,Tennis,Washer Dryer",1.0,1.0,No,Thumbnail,"Cats,Dogs",900.0,689,Irving,TX,32.83858093680656,-96.9201310696,RentDigs.com,1550844098
This Apartment is a must see. Pet OK!,"Clubhouse,Gym,Pool,Storage,TV",1.0,1.0,No,Thumbnail,"Cats,Dogs",1400.0,826,Atlanta,GA,33.70093930530066,-84.41722840201857,RentDigs.com,1550828745
"One BR, Two BA, safe neighborhood","AC,Basketball,Cable or Satellite,Dishwasher,Parking,Patio/Deck,Playground,Pool,Refrigerator,Tennis,Washer Dryer",2.0,1.0,No,Yes,"Cats,Dogs",1315.0,898,Stafford,VA,38.41410395499046,-77.34655550769048,RentDigs.com,1550855285
"Move-in condition, One BR One BA. Pet OK!","AC,Dishwasher,Gated,Pool,Washer Dryer",1.0,1.0,No,Yes,"Cats,Dogs",870.0,749,Greenville,SC,34.8057396331416,-82.37732214880991,RentDigs.com,1544238117
"Charming One BR, One BA. $945/mo","Fireplace,Gated,Gym,Patio/Deck,Pool,Washer Dryer,Wood Floors",1.0,1.0,No,Yes,"Cats,Dogs",945.0,687,Dallas,TX,32.90628913916939,-96.78659647109808,RentDigs.com,1568765561
Pet Friendly 2+2 Apartment in Irving. Parking Available!,"AC,Clubhouse,Gated,Parking",2.0,2.0,No,Thumbnail,,1120.0,951,Irving,TX,32.804352540553005,-96.9596801849051,RentDigs.com,1550843175
